model,image,truth_fire,pred_fire_at_010,top_fire_conf,top_any_conf
fp32-control,WEB10017.jpg,False,False,0.0,0.0
fp32-control,WEB10018.jpg,False,False,0.0,0.0
fp32-control,WEB10019.jpg,False,False,0.0,0.0
fp32-control,WEB10020.jpg,False,False,0.0,0.0
fp32-control,WEB10021.jpg,False,False,0.0,0.0
fp32-control,WEB10022.jpg,False,False,0.0,0.0
fp32-control,WEB10023.jpg,False,False,0.0,0.0
fp32-control,WEB10024.jpg,False,False,0.0,0.0
fp32-control,WEB10025.jpg,False,False,0.0,0.0
fp32-control,WEB10026.jpg,False,False,0.0,0.0
fp32-control,WEB10027.jpg,False,False,0.0,0.0
fp32-control,WEB10028.jpg,False,False,0.0,0.0
fp32-control,WEB10029.jpg,False,False,0.0,0.0
fp32-control,WEB10030.jpg,True,False,0.0,0.0
fp32-control,WEB10031.jpg,False,False,0.0,0.0
fp32-control,WEB10032.jpg,True,False,0.0,0.0
fp32-control,WEB10033.jpg,False,False,0.0,0.0
fp32-control,WEB10034.jpg,False,False,0.0,0.0
fp32-control,WEB10035.jpg,False,False,0.0,0.0
fp32-control,WEB10036.jpg,False,False,0.0,0.0
fp32-control,WEB10037.jpg,False,False,0.0,0.0
fp32-control,WEB10038.jpg,True,True,0.12481686472892761,0.12481686472892761
fp32-control,WEB10039.jpg,True,True,0.2649989724159241,0.2649989724159241
fp32-control,WEB10040.jpg,True,True,0.5580781698226929,0.5580781698226929
fp32-control,WEB10041.jpg,True,True,0.2078193724155426,0.2078193724155426
fp32-control,WEB10042.jpg,False,False,0.0,0.0
fp32-control,WEB10043.jpg,False,False,0.0,0.0
fp32-control,WEB10044.jpg,False,False,0.0,0.0
fp32-control,WEB10045.jpg,False,False,0.0,0.0
fp32-control,WEB10046.jpg,False,False,0.0,0.0
fp32-control,WEB10047.jpg,False,False,0.0,0.0
fp32-control,WEB10048.jpg,False,False,0.0,0.0
fp32-control,WEB10049.jpg,False,False,0.0,0.0
fp32-control,WEB10050.jpg,False,False,0.0,0.0
fp32-control,WEB10051.jpg,False,False,0.0,0.0
fp32-control,WEB10052.jpg,False,False,0.0,0.0
fp32-control,WEB10053.jpg,False,False,0.0,0.0
fp32-control,WEB10054.jpg,False,False,0.0,0.0
fp32-control,WEB10055.jpg,False,False,0.0,0.0
fp32-control,WEB10056.jpg,False,False,0.0,0.0
fp32-control,WEB10057.jpg,False,False,0.0,0.0
fp32-control,WEB10058.jpg,False,False,0.0,0.0
fp32-control,WEB10059.jpg,False,False,0.0,0.0
fp32-control,WEB10060.jpg,False,False,0.0,0.0
fp32-control,WEB10061.jpg,False,False,0.0,0.0
fp32-control,WEB10062.jpg,False,False,0.0,0.0
fp32-control,WEB10063.jpg,False,False,0.0,0.0
fp32-control,WEB10064.jpg,False,False,0.0,0.0
fp32-control,WEB10065.jpg,False,False,0.0,0.0
fp32-control,WEB10066.jpg,False,False,0.0,0.0
fp32-control,WEB10067.jpg,False,False,0.0,0.0
fp32-control,WEB10068.jpg,False,False,0.0,0.0
fp32-control,WEB10069.jpg,False,False,0.0,0.0
fp32-control,WEB10070.jpg,False,False,0.0,0.0
fp32-control,WEB10071.jpg,False,False,0.0,0.0
fp32-control,WEB10072.jpg,False,False,0.0,0.0
fp32-control,WEB10073.jpg,False,False,0.0,0.0
fp32-control,WEB10074.jpg,False,False,0.0,0.0
fp32-control,WEB10075.jpg,False,False,0.0,0.0
fp32-control,WEB10076.jpg,False,False,0.0,0.0
fp32-control,WEB10077.jpg,False,False,0.0,0.0
fp32-control,WEB10078.jpg,False,False,0.0,0.0
fp32-control,WEB10079.jpg,False,False,0.0,0.0
fp32-control,WEB10080.jpg,False,False,0.0,0.0
fp32-control,WEB10081.jpg,False,False,0.0,0.0
fp32-control,WEB10082.jpg,False,False,0.0,0.0
fp32-control,WEB10083.jpg,False,False,0.0,0.0
fp32-control,WEB10084.jpg,False,False,0.0,0.0
fp32-control,WEB10085.jpg,False,False,0.0,0.0
fp32-control,WEB10086.jpg,False,False,0.0,0.22573551535606384
fp32-control,WEB10087.jpg,False,False,0.0,0.0
fp32-control,WEB10088.jpg,False,False,0.0,0.0
fp32-control,WEB10089.jpg,False,True,0.63068687915802,0.63068687915802
fp32-control,WEB10090.jpg,False,False,0.0,0.0
fp32-control,WEB10091.jpg,False,False,0.0,0.0
fp32-control,WEB10092.jpg,False,False,0.0,0.0
fp32-control,WEB10093.jpg,False,False,0.0,0.0
fp32-control,WEB10094.jpg,False,False,0.0,0.0
fp32-control,WEB10095.jpg,False,False,0.0,0.0
fp32-control,WEB10096.jpg,False,False,0.0,0.0
fp32-control,WEB10097.jpg,False,False,0.0,0.0
fp32-control,WEB10098.jpg,False,False,0.0,0.7361065149307251
fp32-control,WEB10099.jpg,False,True,0.39196857810020447,0.39196857810020447
fp32-control,WEB10100.jpg,False,False,0.0,0.0
fp32-control,WEB10101.jpg,False,False,0.0,0.12178152799606323
fp32-control,WEB10102.jpg,False,False,0.0,0.2681700587272644
fp32-control,WEB10103.jpg,False,False,0.0,0.0
fp32-control,WEB10104.jpg,False,False,0.0,0.0
fp32-control,WEB10105.jpg,False,False,0.0,0.0
fp32-control,WEB10106.jpg,False,False,0.0,0.0
fp32-control,WEB10107.jpg,False,False,0.0,0.0
fp32-control,WEB10108.jpg,False,False,0.0,0.0
fp32-control,WEB10109.jpg,False,True,0.37495654821395874,0.37495654821395874
fp32-control,WEB10110.jpg,False,False,0.0,0.0
fp32-control,WEB10111.jpg,False,False,0.0,0.0
fp32-control,WEB10112.jpg,False,False,0.0,0.0
fp32-control,WEB10113.jpg,False,False,0.0,0.0
fp32-control,WEB10114.jpg,False,False,0.0,0.0
fp32-control,WEB10115.jpg,False,False,0.0,0.0
fp32-control,WEB10116.jpg,False,False,0.0,0.0
fp32-control,WEB10117.jpg,False,False,0.0,0.0
fp32-control,WEB10118.jpg,False,False,0.0,0.0
fp32-control,WEB10119.jpg,False,False,0.0,0.0
fp32-control,WEB10120.jpg,False,False,0.0,0.0
fp32-control,WEB10121.jpg,False,False,0.0,0.0
fp32-control,WEB10122.jpg,False,False,0.0,0.0
fp32-control,WEB10123.jpg,False,False,0.0,0.0
fp32-control,WEB10124.jpg,False,False,0.0,0.0
fp32-control,WEB10125.jpg,False,False,0.0,0.0
fp32-control,WEB10126.jpg,False,False,0.0,0.0
fp32-control,WEB10127.jpg,False,False,0.0,0.0
fp32-control,WEB10128.jpg,False,False,0.0,0.0
fp32-control,WEB10129.jpg,False,False,0.0,0.0
fp32-control,WEB10130.jpg,False,False,0.0,0.0
fp32-control,WEB10131.jpg,False,False,0.0,0.0
fp32-control,WEB10132.jpg,False,False,0.0,0.0
fp32-control,WEB10133.jpg,False,False,0.0,0.0
fp32-control,WEB10134.jpg,False,False,0.0,0.0
fp32-control,WEB10135.jpg,False,False,0.0,0.0
fp32-control,WEB10136.jpg,False,False,0.0,0.0
fp32-control,WEB10137.jpg,False,False,0.0,0.0
fp32-control,WEB10138.jpg,False,False,0.0,0.0
fp32-control,WEB10139.jpg,False,False,0.0,0.0
fp32-control,WEB10140.jpg,False,False,0.0,0.0
fp32-control,WEB10141.jpg,False,False,0.0,0.0
fp32-control,WEB10142.jpg,False,False,0.0,0.0
fp32-control,WEB10143.jpg,False,False,0.0,0.0
fp32-control,WEB10144.jpg,False,False,0.0,0.0
fp32-control,WEB10145.jpg,False,False,0.0,0.25155991315841675
fp32-control,WEB10146.jpg,False,False,0.0,0.0
fp32-control,WEB10147.jpg,False,False,0.0,0.0
fp32-control,WEB10148.jpg,False,False,0.0,0.0
fp32-control,WEB10149.jpg,False,False,0.0,0.0
fp32-control,WEB10150.jpg,False,False,0.0,0.0
fp32-control,WEB10151.jpg,False,False,0.0,0.0
fp32-control,WEB10152.jpg,False,False,0.0,0.0
fp32-control,WEB10153.jpg,False,False,0.0,0.0
fp32-control,WEB10154.jpg,False,False,0.0,0.0
fp32-control,WEB10155.jpg,False,False,0.0,0.13562703132629395
fp32-control,WEB10156.jpg,False,False,0.0,0.0
fp32-control,WEB10157.jpg,False,False,0.0,0.22488844394683838
fp32-control,WEB10158.jpg,False,False,0.0,0.0
fp32-control,WEB10159.jpg,False,False,0.0,0.23201382160186768
fp32-control,WEB10160.jpg,False,False,0.0,0.0
fp32-control,WEB10161.jpg,False,False,0.0,0.0
fp32-control,WEB10162.jpg,False,False,0.0,0.0
fp32-control,WEB10163.jpg,False,False,0.0,0.0
fp32-control,WEB10164.jpg,False,False,0.0,0.0
fp32-control,WEB10165.jpg,False,False,0.0,0.0
fp32-control,WEB10166.jpg,False,False,0.0,0.0
fp32-control,WEB10167.jpg,False,True,0.3754631280899048,0.3754631280899048
fp32-control,WEB10168.jpg,False,False,0.0,0.0
fp32-control,WEB10169.jpg,False,False,0.0,0.0
fp32-control,WEB10170.jpg,False,False,0.0,0.0
fp32-control,WEB10171.jpg,False,False,0.0,0.0
fp32-control,WEB10172.jpg,False,False,0.0,0.0
fp32-control,WEB10173.jpg,False,False,0.0,0.0
fp32-control,WEB10174.jpg,False,False,0.0,0.0
fp32-control,WEB10175.jpg,False,False,0.0,0.0
fp32-control,WEB10176.jpg,False,False,0.0,0.0
fp32-control,WEB10177.jpg,False,False,0.0,0.0
fp32-control,WEB10178.jpg,False,False,0.0,0.0
fp32-control,WEB10179.jpg,False,False,0.0,0.0
fp32-control,WEB10180.jpg,False,False,0.0,0.0
fp32-control,WEB10181.jpg,False,False,0.0,0.0
fp32-control,WEB10182.jpg,False,False,0.0,0.0
fp32-control,WEB10183.jpg,False,False,0.0,0.0
fp32-control,WEB10184.jpg,False,False,0.0,0.0
fp32-control,WEB10185.jpg,False,False,0.0,0.0
fp32-control,WEB10186.jpg,False,False,0.0,0.0
fp32-control,WEB10187.jpg,False,False,0.0,0.0
fp32-control,WEB10188.jpg,False,False,0.0,0.0
fp32-control,WEB10189.jpg,False,False,0.0,0.0
fp32-control,WEB10190.jpg,False,False,0.0,0.0
fp32-control,WEB10191.jpg,False,False,0.0,0.0
fp32-control,WEB10192.jpg,False,False,0.0,0.0
fp32-control,WEB10193.jpg,False,False,0.0,0.0
fp32-control,WEB10194.jpg,False,False,0.0,0.22192221879959106
fp32-control,WEB10195.jpg,False,False,0.0,0.0
fp32-control,WEB10196.jpg,False,False,0.0,0.0
fp32-control,WEB10197.jpg,False,False,0.0,0.0
fp32-control,WEB10198.jpg,False,False,0.0,0.0
fp32-control,WEB10199.jpg,False,False,0.0,0.0
fp32-control,WEB10200.jpg,False,False,0.0,0.0
fp32-control,WEB10201.jpg,False,False,0.0,0.0
fp32-control,WEB10202.jpg,False,False,0.0,0.0
fp32-control,WEB10203.jpg,False,False,0.0,0.0
fp32-control,WEB10204.jpg,False,False,0.0,0.0
fp32-control,WEB10205.jpg,False,False,0.0,0.0
fp32-control,WEB10206.jpg,False,False,0.0,0.0
fp32-control,WEB10207.jpg,False,False,0.0,0.0
fp32-control,WEB10208.jpg,False,True,0.4614989459514618,0.4614989459514618
fp32-control,WEB10209.jpg,False,False,0.0,0.0
fp32-control,WEB10210.jpg,False,False,0.0,0.0
fp32-control,WEB10211.jpg,False,False,0.0,0.0
fp32-control,WEB10212.jpg,False,False,0.0,0.0
fp32-control,WEB10213.jpg,False,False,0.0,0.0
fp32-control,WEB10214.jpg,False,False,0.0,0.0
fp32-control,WEB10215.jpg,False,False,0.0,0.0
fp32-control,WEB10216.jpg,False,False,0.0,0.0
fp32-control,WEB10217.jpg,False,False,0.0,0.0
fp32-control,WEB10218.jpg,False,False,0.0,0.0
fp32-control,WEB10219.jpg,False,False,0.0,0.0
fp32-control,WEB10220.jpg,False,False,0.0,0.0
fp32-control,WEB10221.jpg,False,False,0.0,0.0
fp32-control,WEB10222.jpg,False,False,0.0,0.0
fp32-control,WEB10223.jpg,False,False,0.0,0.0
fp32-control,WEB10224.jpg,False,False,0.0,0.0
fp32-control,WEB10225.jpg,False,False,0.0,0.0
fp32-control,WEB10226.jpg,False,False,0.0,0.0
fp32-control,WEB10227.jpg,False,False,0.0,0.0
fp32-control,WEB10228.jpg,False,False,0.0,0.0
fp32-control,WEB10229.jpg,False,False,0.0,0.0
fp32-control,WEB10230.jpg,False,False,0.0,0.0
fp32-control,WEB10231.jpg,False,False,0.0,0.0
fp32-control,WEB10232.jpg,False,False,0.0,0.0
fp32-control,WEB10233.jpg,False,False,0.0,0.0
fp32-control,WEB10234.jpg,False,False,0.0,0.0
fp32-control,WEB10235.jpg,False,False,0.0,0.0
fp32-control,WEB10236.jpg,False,False,0.0,0.0
fp32-control,WEB10237.jpg,False,False,0.0,0.0
fp32-control,WEB10238.jpg,False,False,0.0,0.0
fp32-control,WEB10239.jpg,False,False,0.0,0.0
fp32-control,WEB10240.jpg,False,False,0.0,0.0
fp32-control,WEB10241.jpg,False,False,0.0,0.0
fp32-control,WEB10242.jpg,False,False,0.0,0.0
fp32-control,WEB10243.jpg,False,False,0.0,0.0
fp32-control,WEB10244.jpg,False,False,0.0,0.0
fp32-control,WEB10245.jpg,False,False,0.0,0.0
fp32-control,WEB10246.jpg,False,False,0.0,0.0
fp32-control,WEB10247.jpg,False,False,0.0,0.0
fp32-control,WEB10248.jpg,False,False,0.0,0.0
fp32-control,WEB10249.jpg,False,False,0.0,0.0
fp32-control,WEB10250.jpg,False,False,0.0,0.0
fp32-control,WEB10251.jpg,False,False,0.0,0.0
fp32-control,WEB10252.jpg,False,False,0.0,0.0
fp32-control,WEB10253.jpg,False,False,0.0,0.0
fp32-control,WEB10254.jpg,False,False,0.0,0.0
fp32-control,WEB10255.jpg,False,False,0.0,0.0
fp32-control,WEB10256.jpg,False,False,0.0,0.0
fp32-control,WEB10257.jpg,False,False,0.0,0.0
fp32-control,WEB10258.jpg,False,False,0.0,0.0
fp32-control,WEB10259.jpg,False,False,0.0,0.0
fp32-control,WEB10260.jpg,False,False,0.0,0.0
fp32-control,WEB10261.jpg,False,False,0.0,0.0
fp32-control,WEB10262.jpg,False,True,0.12849226593971252,0.12849226593971252
fp32-control,WEB10263.jpg,False,True,0.43013519048690796,0.43013519048690796
fp32-control,WEB10264.jpg,False,False,0.0,0.0
fp32-control,WEB10265.jpg,False,False,0.0,0.0
fp32-control,WEB10266.jpg,False,False,0.0,0.0
fp32-control,WEB10267.jpg,False,True,0.10867995023727417,0.10867995023727417
fp32-control,WEB10268.jpg,False,False,0.0,0.0
fp32-control,WEB10269.jpg,False,False,0.0,0.0
fp32-control,WEB10270.jpg,False,False,0.0,0.0
fp32-control,WEB10271.jpg,False,False,0.0,0.0
fp32-control,WEB10272.jpg,False,False,0.0,0.0
fp32-control,WEB10273.jpg,False,False,0.0,0.0
fp32-control,WEB10274.jpg,False,False,0.0,0.0
fp32-control,WEB10275.jpg,False,False,0.0,0.0
fp32-control,WEB10276.jpg,False,False,0.0,0.0
fp32-control,WEB10277.jpg,False,False,0.0,0.0
fp32-control,WEB10278.jpg,False,False,0.0,0.0
fp32-control,WEB10279.jpg,False,False,0.0,0.0
fp32-control,WEB10280.jpg,False,False,0.0,0.0
fp32-control,WEB10281.jpg,False,False,0.0,0.0
fp32-control,WEB10282.jpg,False,False,0.0,0.0
fp32-control,WEB10283.jpg,False,False,0.0,0.0
fp32-control,WEB10284.jpg,False,False,0.0,0.0
fp32-control,WEB10285.jpg,False,False,0.0,0.0
fp32-control,WEB10286.jpg,False,False,0.0,0.0
fp32-control,WEB10287.jpg,False,False,0.0,0.0
fp32-control,WEB10288.jpg,False,False,0.0,0.0
fp32-control,WEB10289.jpg,False,False,0.0,0.0
fp32-control,WEB10290.jpg,False,False,0.0,0.0
fp32-control,WEB10291.jpg,False,False,0.0,0.0
fp32-control,WEB10292.jpg,False,False,0.0,0.0
fp32-control,WEB10293.jpg,False,False,0.0,0.0
fp32-control,WEB10294.jpg,False,False,0.0,0.0
fp32-control,WEB10295.jpg,False,False,0.0,0.0
fp32-control,WEB10296.jpg,False,False,0.0,0.37904858589172363
fp32-control,WEB10297.jpg,False,False,0.0,0.0
fp32-control,WEB10298.jpg,False,False,0.0,0.0
fp32-control,WEB10299.jpg,False,False,0.0,0.0
fp32-control,WEB10300.jpg,False,False,0.0,0.0
fp32-control,WEB10301.jpg,False,False,0.0,0.0
fp32-control,WEB10302.jpg,False,False,0.0,0.12149485945701599
fp32-control,WEB10303.jpg,False,False,0.0,0.0
fp32-control,WEB10304.jpg,False,False,0.0,0.0
fp32-control,WEB10305.jpg,False,False,0.0,0.0
fp32-control,WEB10306.jpg,False,False,0.0,0.0
fp32-control,WEB10307.jpg,False,False,0.0,0.0
fp32-control,WEB10308.jpg,False,False,0.0,0.0
fp32-control,WEB10309.jpg,False,False,0.0,0.0
fp32-control,WEB10310.jpg,False,False,0.0,0.0
fp32-control,WEB10311.jpg,False,False,0.0,0.0
fp32-control,WEB10312.jpg,False,False,0.0,0.0
fp32-control,WEB10313.jpg,False,False,0.0,0.0
fp32-control,WEB10314.jpg,False,False,0.0,0.0
fp32-control,WEB10315.jpg,False,False,0.0,0.0
fp32-control,WEB10316.jpg,False,False,0.0,0.0
fp32-control,WEB10317.jpg,False,False,0.0,0.0
fp32-control,WEB10318.jpg,False,False,0.0,0.0
fp32-control,WEB10319.jpg,False,False,0.0,0.0
fp32-control,WEB10320.jpg,False,False,0.0,0.0
fp32-control,WEB10321.jpg,False,False,0.0,0.0
fp32-control,WEB10322.jpg,False,False,0.0,0.0
fp32-control,WEB10323.jpg,False,False,0.0,0.0
fp32-control,WEB10324.jpg,False,False,0.0,0.18595978617668152
fp32-control,WEB10325.jpg,False,False,0.0,0.0
fp32-control,WEB10326.jpg,False,False,0.0,0.0
fp32-control,WEB10327.jpg,False,False,0.0,0.0
fp32-control,WEB10328.jpg,False,False,0.0,0.0
fp32-control,WEB10329.jpg,False,False,0.0,0.0
fp32-control,WEB10330.jpg,False,False,0.0,0.0
fp32-control,WEB10331.jpg,False,False,0.0,0.0
fp32-control,WEB10332.jpg,False,False,0.0,0.0
fp32-control,WEB10333.jpg,False,False,0.0,0.0
fp32-control,WEB10334.jpg,False,False,0.0,0.0
fp32-control,WEB10335.jpg,False,False,0.0,0.0
fp32-control,WEB10336.jpg,False,False,0.0,0.0
fp32-control,WEB10337.jpg,False,False,0.0,0.0
fp32-control,WEB10338.jpg,False,False,0.0,0.0
fp32-control,WEB10339.jpg,False,False,0.0,0.0
fp32-control,WEB10340.jpg,False,False,0.0,0.0
fp32-control,WEB10341.jpg,False,False,0.0,0.0
fp32-control,WEB10342.jpg,False,False,0.0,0.0
fp32-control,WEB10343.jpg,False,False,0.0,0.0
fp32-control,WEB10344.jpg,False,False,0.0,0.0
fp32-control,WEB10345.jpg,False,False,0.0,0.0
fp32-control,WEB10346.jpg,False,False,0.0,0.0
fp32-control,WEB10347.jpg,False,False,0.0,0.0
fp32-control,WEB10348.jpg,False,False,0.0,0.0
fp32-control,WEB10349.jpg,False,False,0.0,0.0
fp32-control,WEB10350.jpg,False,False,0.0,0.0
fp32-control,WEB10351.jpg,False,True,0.18516135215759277,0.18516135215759277
fp32-control,WEB10352.jpg,False,False,0.0,0.0
fp32-control,WEB10353.jpg,False,False,0.0,0.0
fp32-control,WEB10354.jpg,False,False,0.0,0.0
fp32-control,WEB10355.jpg,False,False,0.0,0.0
fp32-control,WEB10356.jpg,False,False,0.0,0.0
fp32-control,WEB10357.jpg,False,False,0.0,0.0
fp32-control,WEB10358.jpg,False,False,0.0,0.0
fp32-control,WEB10359.jpg,False,False,0.0,0.0
fp32-control,WEB10360.jpg,False,False,0.0,0.0
fp32-control,WEB10361.jpg,False,False,0.0,0.0
fp32-control,WEB10362.jpg,False,False,0.0,0.0
fp32-control,WEB10363.jpg,False,False,0.0,0.0
fp32-control,WEB10364.jpg,False,False,0.0,0.0
fp32-control,WEB10365.jpg,False,False,0.0,0.0
fp32-control,WEB10366.jpg,False,False,0.0,0.0
fp32-control,WEB10367.jpg,False,False,0.0,0.0
fp32-control,WEB10368.jpg,False,False,0.0,0.0
fp32-control,WEB10369.jpg,False,False,0.0,0.0
fp32-control,WEB10370.jpg,False,False,0.0,0.0
fp32-control,WEB10371.jpg,False,False,0.0,0.1314881145954132
fp32-control,WEB10372.jpg,False,False,0.0,0.0
fp32-control,WEB10373.jpg,False,False,0.0,0.0
fp32-control,WEB10374.jpg,False,False,0.0,0.0
fp32-control,WEB10375.jpg,False,False,0.0,0.0
fp32-control,WEB10376.jpg,False,False,0.0,0.0
fp32-control,WEB10377.jpg,False,False,0.0,0.0
fp32-control,WEB10378.jpg,False,False,0.0,0.3377835154533386
fp32-control,WEB10379.jpg,False,False,0.0,0.0
fp32-control,WEB10380.jpg,False,False,0.0,0.0
fp32-control,WEB10381.jpg,False,False,0.0,0.0
fp32-control,WEB10382.jpg,False,False,0.0,0.0
fp32-control,WEB10383.jpg,False,False,0.0,0.0
fp32-control,WEB10384.jpg,False,False,0.0,0.0
fp32-control,WEB10385.jpg,False,False,0.0,0.0
fp32-control,WEB10386.jpg,False,False,0.0,0.0
fp32-control,WEB10387.jpg,False,False,0.0,0.0
fp32-control,WEB10388.jpg,False,False,0.0,0.0
fp32-control,WEB10389.jpg,False,False,0.0,0.0
fp32-control,WEB10390.jpg,False,False,0.0,0.0
fp32-control,WEB10391.jpg,False,False,0.0,0.0
fp32-control,WEB10392.jpg,False,False,0.0,0.0
fp32-control,WEB10393.jpg,False,False,0.0,0.0
fp32-control,WEB10394.jpg,False,False,0.0,0.0
fp32-control,WEB10395.jpg,False,False,0.0,0.0
fp32-control,WEB10396.jpg,False,False,0.0,0.0
fp32-control,WEB10397.jpg,False,False,0.0,0.0
fp32-control,WEB10398.jpg,False,False,0.0,0.48701971769332886
fp32-control,WEB10399.jpg,False,False,0.0,0.0
fp32-control,WEB10400.jpg,False,False,0.0,0.0
fp32-control,WEB10401.jpg,False,True,0.13354849815368652,0.13354849815368652
fp32-control,WEB10402.jpg,False,False,0.0,0.2062681019306183
fp32-control,WEB10403.jpg,False,False,0.0,0.0
fp32-control,WEB10404.jpg,False,False,0.0,0.0
fp32-control,WEB10405.jpg,False,False,0.0,0.0
fp32-control,WEB10406.jpg,False,False,0.0,0.0
fp32-control,WEB10407.jpg,False,False,0.0,0.0
fp32-control,WEB10408.jpg,False,False,0.0,0.0
fp32-control,WEB10409.jpg,False,False,0.0,0.0
fp32-control,WEB10410.jpg,False,False,0.0,0.0
fp32-control,WEB10411.jpg,False,False,0.0,0.0
fp32-control,WEB10412.jpg,False,False,0.0,0.0
fp32-control,WEB10413.jpg,False,False,0.0,0.0
fp32-control,WEB10414.jpg,False,False,0.0,0.0
fp32-control,WEB10415.jpg,False,False,0.0,0.0
fp32-control,WEB10416.jpg,False,False,0.0,0.0
fp32-control,WEB10417.jpg,False,False,0.0,0.0
fp32-control,WEB10418.jpg,False,False,0.0,0.0
fp32-control,WEB10419.jpg,False,False,0.0,0.0
fp32-control,WEB10420.jpg,False,False,0.0,0.0
fp32-control,WEB10421.jpg,False,False,0.0,0.0
fp32-control,WEB10422.jpg,False,False,0.0,0.0
fp32-control,WEB10423.jpg,False,False,0.0,0.0
fp32-control,WEB10424.jpg,False,False,0.0,0.0
fp32-control,WEB10425.jpg,False,False,0.0,0.0
fp32-control,WEB10426.jpg,False,False,0.0,0.0
fp32-control,WEB10427.jpg,False,False,0.0,0.0
fp32-control,WEB10428.jpg,True,True,0.3654903173446655,0.8983439207077026
fp32-control,WEB10429.jpg,True,True,0.7537981271743774,0.9108923673629761
fp32-control,WEB10430.jpg,True,True,0.8567532300949097,0.9239794611930847
fp32-control,WEB10431.jpg,True,True,0.5373827815055847,0.9212039709091187
fp32-control,WEB10432.jpg,True,True,0.6885416507720947,0.8057922720909119
fp32-control,WEB10433.jpg,True,True,0.7654430866241455,0.8703957796096802
fp32-control,WEB10434.jpg,True,True,0.45139333605766296,0.872756838798523
fp32-control,WEB10435.jpg,True,True,0.5436903238296509,0.5436903238296509
fp32-control,WEB10436.jpg,True,True,0.373918354511261,0.7186363339424133
fp32-control,WEB10437.jpg,True,True,0.7587854862213135,0.9083366394042969
fp32-control,WEB10438.jpg,True,True,0.7117050886154175,0.9058502316474915
fp32-control,WEB10439.jpg,True,True,0.8521806001663208,0.8521806001663208
fp32-control,WEB10440.jpg,True,True,0.6879582405090332,0.6879582405090332
fp32-control,WEB10441.jpg,True,True,0.6241794228553772,0.6241794228553772
fp32-control,WEB10442.jpg,True,True,0.7090718746185303,0.7090718746185303
fp32-control,WEB10443.jpg,True,True,0.7668853998184204,0.7668853998184204
fp32-control,WEB10444.jpg,True,True,0.7007973194122314,0.7007973194122314
fp32-control,WEB10445.jpg,True,True,0.6393187642097473,0.7724671363830566
fp32-control,WEB10446.jpg,True,True,0.6962264180183411,0.7227733731269836
fp32-control,WEB10447.jpg,True,True,0.5760948657989502,0.5760948657989502
fp32-control,WEB10448.jpg,True,True,0.6958492994308472,0.9036330580711365
fp32-control,WEB10449.jpg,True,True,0.45086604356765747,0.45086604356765747
fp32-control,WEB10450.jpg,True,True,0.35729777812957764,0.619272768497467
fp32-control,WEB10451.jpg,True,True,0.8651769161224365,0.8651769161224365
fp32-control,WEB10452.jpg,True,True,0.8220782279968262,0.8220782279968262
fp32-control,WEB10453.jpg,True,True,0.8497921824455261,0.8497921824455261
fp32-control,WEB10454.jpg,True,True,0.8053170442581177,0.8829865455627441
fp32-control,WEB10455.jpg,True,True,0.8990669846534729,0.8990669846534729
fp32-control,WEB10456.jpg,True,True,0.8912471532821655,0.8912471532821655
fp32-control,WEB10457.jpg,True,True,0.8456277251243591,0.8593984246253967
fp32-control,WEB10458.jpg,True,True,0.39186879992485046,0.4564768671989441
fp32-control,WEB10459.jpg,True,True,0.3861772119998932,0.8397952318191528
fp32-control,WEB10460.jpg,True,True,0.8723294734954834,0.8723294734954834
fp32-control,WEB10461.jpg,True,True,0.3506007194519043,0.8324230909347534
fp32-control,WEB10462.jpg,True,True,0.8611760139465332,0.8611760139465332
fp32-control,WEB10463.jpg,True,True,0.572409987449646,0.8061456084251404
fp32-control,WEB10464.jpg,True,True,0.6917434334754944,0.6917434334754944
fp32-control,WEB10465.jpg,True,True,0.30801987648010254,0.43704164028167725
fp32-control,WEB10466.jpg,True,True,0.7280200123786926,0.8812351822853088
fp32-control,WEB10467.jpg,True,True,0.5976491570472717,0.5976491570472717
fp32-control,WEB10468.jpg,True,True,0.537082314491272,0.8791009187698364
fp32-control,WEB10469.jpg,True,True,0.7291174530982971,0.7291174530982971
fp32-control,WEB10470.jpg,True,True,0.8525485396385193,0.9098527431488037
fp32-control,WEB10471.jpg,True,True,0.8037977814674377,0.8877207636833191
fp32-control,WEB10472.jpg,True,True,0.6323025226593018,0.8181189298629761
fp32-control,WEB10473.jpg,True,True,0.757267951965332,0.8864837884902954
fp32-control,WEB10474.jpg,True,True,0.3031644821166992,0.5609245300292969
fp32-control,WEB10475.jpg,True,True,0.4615585505962372,0.8778279423713684
fp32-control,WEB10476.jpg,True,True,0.41909259557724,0.8469961881637573
fp32-control,WEB10477.jpg,True,True,0.7241608500480652,0.7241608500480652
fp32-control,WEB10478.jpg,True,True,0.753132700920105,0.753132700920105
fp32-control,WEB10479.jpg,True,True,0.5446863174438477,0.6801140904426575
fp32-control,WEB10480.jpg,True,True,0.6180715560913086,0.8212677240371704
fp32-control,WEB10481.jpg,True,True,0.8093782663345337,0.8093782663345337
fp32-control,WEB10482.jpg,True,True,0.8393802046775818,0.8719955086708069
fp32-control,WEB10483.jpg,True,True,0.5414493083953857,0.91746586561203
fp32-control,WEB10484.jpg,True,True,0.8253234624862671,0.8253234624862671
fp32-control,WEB10485.jpg,True,True,0.7336926460266113,0.7336926460266113
fp32-control,WEB10486.jpg,True,True,0.8548731803894043,0.8548731803894043
